routing,ts,type,client,server,proto,rate,load_factor,status,response_ms,severity,rebuffer,buffer_ratio
l2_learn,1785385607.9348958,http,mob2,origin,tcp,GET:large.bin,,200.0,1292.69,,,
l2_learn,1785385608.8859544,cloud,home2,isp_gw,tcp,198K,0.13,,,,,
l2_learn,1785385609.598143,cloud,home2,cdn2,tcp,165K,0.1,,,,,
l2_learn,1785385610.4615262,email,home2,cdn2,tcp,4K,0.1,,,,,
l2_learn,1785385610.502844,http,corp1,cdn1,tcp,POST:small.bin,,200.0,1291.18,,,
l2_learn,1785385612.010644,http,corp2,root1,tcp,GET:large.bin,,200.0,275.2,,,
l2_learn,1785385612.272678,https,mob2,cdn1,tcp,131K,0.1,,,,,
l2_learn,1785385613.212577,http,home2,cdn2,tcp,GET:large.bin,,200.0,879.99,,,
l2_learn,1785385613.76734,https,corp2,isp_gw,tcp,204K,0.1,,,,,
l2_learn,1785385614.2849422,https,home1,cdn2,tcp,256K,0.1,,,,,
l2_learn,1785385614.634719,video,corp2,cdn1,udp,105K,0.1,,,,,
l2_learn,1785385614.8290143,http,home1,cdn1,tcp,GET:index.html,,404.0,189.67,,,
l2_learn,1785385616.162795,http,mob1,cdn1,tcp,GET:index.html,,200.0,286.23,,,
l2_learn,1785385616.5052874,web,corp2,cdn2,tcp,55K,0.1,,,,,
l2_learn,1785385617.063472,dns,mob1,root1,udp,1K,0.1,,,,,
l2_learn,1785385617.5684104,video,mob2,cdn1,udp,300K,0.1,,,,,
l2_learn,1785385617.9930866,cloud,corp2,cdn1,tcp,196K,0.1,,,,,
l2_learn,1785385618.231708,http,corp2,isp_gw,tcp,GET:large.bin,,200.0,661.3,,,
l2_learn,1785385618.481279,web,mob1,isp_gw,tcp,132K,0.1,,,,,
l2_learn,1785385619.1587195,http,home2,isp_gw,tcp,GET:medium.bin,,200.0,264.48,,,
l2_learn,1785385620.3250785,web,corp1,isp_gw,tcp,115K,0.1,,,,,
l2_learn,1785385620.3482823,http,mob1,root1,tcp,GET:small.bin,,200.0,294.51,,,
l2_learn,1785385620.713026,dns,mob1,isp_gw,udp,1K,0.1,,,,,
l2_learn,1785385621.201939,ssh,home2,root1,tcp,5K,0.13,,,,,
l2_learn,1785385621.2226388,anomaly:dns_amplify,mob2,cdn2,udp,dns_amplification,,,,high,,
l2_learn,1785385621.2861123,abr_stream,corp2,cdn1,tcp,480p:1408K,,,,,False,32.89
l2_learn,1785385621.2861657,abr_stream,corp2,cdn1,tcp,720p:2431K,,,,,False,38.19
l2_learn,1785385621.2861896,abr_stream,corp2,cdn1,tcp,1080p:4971K,,,,,False,20.13
l2_learn,1785385622.8459558,web,home1,cdn1,tcp,116K,0.1,,,,,
l2_learn,1785385623.762379,streaming,mob2,origin,tcp,216K,0.1,,,,,
l2_learn,1785385624.1168723,http,mob1,cdn1,tcp,GET:large.bin,,200.0,2516.55,,,
l2_learn,1785385625.580092,video,home2,origin,udp,398K,0.14,,,,,
l2_learn,1785385626.3746943,web,corp2,isp_gw,tcp,140K,0.14,,,,,
l2_learn,1785385626.9504776,https,corp1,cdn2,tcp,356K,0.12,,,,,
l2_learn,1785385627.2844903,http,home2,root1,tcp,GET:index.html,,200.0,446.01,,,
l2_learn,1785385627.9135623,https,corp2,cdn2,tcp,157K,0.14,,,,,
l2_learn,1785385629.0854876,http,home2,cdn1,tcp,GET:small.bin,,503.0,555.33,,,
l2_learn,1785385629.9306784,web,home2,cdn2,tcp,218K,0.11,,,,,
l2_learn,1785385630.7141054,gaming,corp1,cdn1,udp,13K,0.1,,,,,
l2_learn,1785385631.5707548,http,corp1,origin,tcp,GET:small.bin,,200.0,1599.97,,,
l2_learn,1785385632.1906755,video,corp2,isp_gw,udp,158K,0.13,,,,,
l2_learn,1785385632.8864453,bulk,corp1,isp_gw,tcp,373K,0.15,,,,,
l2_learn,1785385633.8137543,web,home1,isp_gw,tcp,169K,0.1,,,,,
l2_learn,1785385635.0863402,iot,mob2,cdn1,udp,0K,0.1,,,,,
l2_learn,1785385635.7337325,video,corp2,isp_gw,udp,195K,0.1,,,,,
l2_learn,1785385637.7184618,https,corp2,isp_gw,tcp,277K,0.13,,,,,
l2_learn,1785385637.8380978,http,mob2,root1,tcp,GET:large.bin,,200.0,5312.46,,,
l2_learn,1785385638.7560115,voip,home2,isp_gw,udp,6K,0.1,,,,,
l2_learn,1785385640.0240266,video,mob1,cdn1,udp,260K,0.11,,,,,
l2_learn,1785385640.810469,http,corp2,origin,tcp,POST:large.bin,,200.0,1649.33,,,
l2_learn,1785385641.827802,http,home1,isp_gw,tcp,GET:medium.bin,,404.0,219.16,,,
l2_learn,1785385641.9390447,video,corp1,origin,udp,474K,0.1,,,,,
l2_learn,1785385642.9967768,video,home2,origin,udp,393K,0.1,,,,,
l2_learn,1785385643.716356,web,home2,cdn1,tcp,292K,0.15,,,,,
l2_learn,1785385645.5829206,http,corp2,cdn1,tcp,POST:index.html,,200.0,2738.57,,,
l2_learn,1785385645.597677,video,corp1,origin,udp,312K,0.12,,,,,
l2_learn,1785385646.6697657,bulk,corp2,isp_gw,tcp,631K,0.1,,,,,
l2_learn,1785385646.780918,http,home2,cdn1,tcp,GET:index.html,,200.0,308.5,,,
l2_learn,1785385647.4327917,http,mob2,isp_gw,tcp,GET:index.html,,200.0,266.12,,,
l2_learn,1785385648.6264584,streaming,mob1,cdn2,tcp,159K,0.15,,,,,
l2_learn,1785385648.9586992,web,mob1,root1,tcp,26K,0.1,,,,,
l2_learn,1785385650.322296,bulk,corp2,isp_gw,tcp,775K,0.1,,,,,
l2_learn,1785385650.7677374,http,home2,cdn1,tcp,POST:small.bin,,200.0,2105.93,,,
l2_learn,1785385652.488448,http,corp1,root1,tcp,GET:large.bin,,200.0,652.88,,,
l2_learn,1785385653.0468848,bulk,corp1,isp_gw,tcp,635K,0.13,,,,,
l2_learn,1785385653.5490878,cloud,corp2,isp_gw,tcp,338K,0.15,,,,,
l2_learn,1785385653.8427062,http,home2,cdn1,tcp,GET:medium.bin,,200.0,424.67,,,
l2_learn,1785385655.0521505,http,mob2,cdn1,tcp,GET:small.bin,,200.0,349.59,,,
l2_learn,1785385655.2369926,web,corp1,origin,tcp,172K,0.1,,,,,
l2_learn,1785385656.0086846,dns,mob1,cdn2,udp,1K,0.1,,,,,
l2_learn,1785385656.7493083,http,mob2,origin,tcp,GET:medium.bin,,200.0,704.48,,,
l2_learn,1785385657.2404065,http,corp1,cdn1,tcp,GET:small.bin,,200.0,88.79,,,
l2_learn,1785385657.65773,voip,mob1,isp_gw,udp,6K,0.12,,,,,
l2_learn,1785385658.182629,http,mob1,cdn2,tcp,GET:medium.bin,,200.0,555.98,,,
l2_learn,1785385658.6793454,https,home1,origin,tcp,33K,0.12,,,,,
l2_learn,1785385658.8982024,http,corp2,cdn2,tcp,GET:small.bin,,200.0,79.52,,,
l2_learn,1785385659.0787008,anomaly:brute_force,mob1,cdn1,tcp,http_brute_force,,,,high,,
l2_learn,1785385659.082568,https,home2,cdn1,tcp,301K,0.11,,,,,
l2_learn,1785385659.80891,http,home1,origin,tcp,GET:medium.bin,,200.0,0.02,,,
l2_learn,1785385660.1092927,p2p,corp2,cdn2,tcp,317K,0.12,,,,,
l2_learn,1785385661.0306647,bulk,corp2,cdn2,tcp,227K,0.11,,,,,
l2_learn,1785385661.4633758,http,mob2,cdn2,tcp,GET:index.html,,200.0,335.65,,,
l2_learn,1785385661.4844394,ssh,mob1,root1,tcp,3K,0.1,,,,,
l2_learn,1785385663.1883948,bulk,home2,cdn2,tcp,460K,0.1,,,,,
l2_learn,1785385664.2699325,ssh,corp1,cdn2,tcp,2K,0.1,,,,,
l2_learn,1785385664.6946542,http,home1,cdn1,tcp,GET:index.html,,404.0,2814.11,,,
l2_learn,1785385664.9367435,video,mob1,origin,udp,442K,0.12,,,,,
l2_learn,1785385665.6597233,voip,mob2,root1,udp,5K,0.11,,,,,
l2_learn,1785385666.0226488,video,home1,cdn2,udp,440K,0.13,,,,,
l2_learn,1785385666.502384,http,mob1,origin,tcp,GET:medium.bin,,200.0,918.14,,,
l2_learn,1785385667.179222,http,home1,root1,tcp,GET:index.html,,200.0,200.93,,,
l2_learn,1785385667.1866698,bulk,mob2,root1,tcp,489K,0.12,,,,,
l2_learn,1785385667.8292077,https,mob1,root1,tcp,98K,0.16,,,,,
l2_learn,1785385668.3795784,http,mob1,origin,tcp,GET:small.bin,,200.0,283.37,,,
l2_learn,1785385669.7551756,voip,mob2,cdn1,udp,8K,0.15,,,,,
l2_learn,1785385670.9302704,http,mob1,isp_gw,tcp,GET:large.bin,,200.0,1448.06,,,
l2_learn,1785385671.824669,video,home1,cdn1,udp,320K,0.1,,,,,
l2_learn,1785385672.116666,http,corp1,root1,tcp,GET:medium.bin,,301.0,290.53,,,
l2_learn,1785385673.2656922,bulk,home2,cdn1,tcp,629K,0.16,,,,,
l2_learn,1785385673.8038988,web,corp1,cdn1,tcp,237K,0.15,,,,,
l2_learn,1785385675.548385,bulk,corp1,cdn1,tcp,790K,0.12,,,,,
l2_learn,1785385675.860893,https,mob2,origin,tcp,288K,0.1,,,,,
l2_learn,1785385677.365006,streaming,corp2,cdn2,tcp,391K,0.11,,,,,
l2_learn,1785385678.0181558,http,mob2,cdn1,tcp,POST:medium.bin,,200.0,4925.92,,,
l2_learn,1785385678.1861043,web,home2,cdn1,tcp,98K,0.14,,,,,
l2_learn,1785385679.7656994,http,mob1,cdn1,tcp,GET:large.bin,,200.0,1419.47,,,
l2_learn,1785385679.930624,voip,home1,cdn2,udp,7K,0.1,,,,,
l2_learn,1785385680.754385,http,home2,origin,tcp,GET:index.html,,200.0,243.96,,,
l2_learn,1785385681.479857,streaming,corp1,origin,tcp,83K,0.1,,,,,
l2_learn,1785385682.3024216,bulk,mob1,isp_gw,tcp,807K,0.11,,,,,
l2_learn,1785385682.6757534,http,mob2,origin,tcp,GET:index.html,,200.0,461.48,,,
l2_learn,1785385683.0041134,dns,home2,isp_gw,udp,2K,0.15,,,,,
l2_learn,1785385683.8913057,iot,corp1,cdn1,udp,0K,0.1,,,,,
l2_learn,1785385685.5290968,streaming,home2,cdn1,tcp,323K,0.15,,,,,
l2_learn,1785385686.5253882,web,mob2,origin,tcp,167K,0.1,,,,,
l2_learn,1785385687.087427,http,home1,root1,tcp,POST:index.html,,200.0,3053.23,,,
l2_learn,1785385687.2669563,web,home1,isp_gw,tcp,191K,0.14,,,,,
l2_learn,1785385689.1506977,https,home1,cdn1,tcp,257K,0.1,,,,,
l2_learn,1785385689.4065764,http,home1,origin,tcp,GET:large.bin,,200.0,1508.43,,,
l2_learn,1785385689.4709113,bulk,home1,cdn2,tcp,1380K,0.18,,,,,
l2_learn,1785385690.2845535,http,corp1,origin,tcp,GET:medium.bin,,200.0,448.48,,,
l2_learn,1785385690.3405588,burst,"corp2,home2,home1",origin,tcp,high,0.18,,,,,
l2_learn,1785385690.5531847,https,home2,cdn2,tcp,314K,0.15,,,,,
l2_learn,1785385691.9548106,streaming,mob1,root1,tcp,399K,0.12,,,,,
l2_learn,1785385692.3568375,iot,corp1,cdn2,udp,0K,0.1,,,,,
l2_learn,1785385692.5491712,http,home2,origin,tcp,GET:index.html,,200.0,1352.12,,,
l2_learn,1785385693.1333232,http,home2,cdn1,tcp,GET:small.bin,,200.0,187.69,,,
l2_learn,1785385693.8382,dns,corp1,origin,udp,1K,0.16,,,,,
l2_learn,1785385694.9741342,web,mob2,isp_gw,tcp,14K,0.11,,,,,
l2_learn,1785385696.2842846,voip,corp1,cdn1,udp,10K,0.13,,,,,
l2_learn,1785385697.009799,http,corp1,cdn2,tcp,POST:medium.bin,,200.0,2751.61,,,
l2_learn,1785385697.9610894,http,home2,root1,tcp,GET:index.html,,200.0,192.26,,,
l2_learn,1785385698.2824538,dns,corp2,cdn1,udp,1K,0.17,,,,,
l2_learn,1785385698.5989847,ssh,corp2,cdn2,tcp,4K,0.1,,,,,
l2_learn,1785385700.108225,web,corp2,root1,tcp,233K,0.16,,,,,
l2_learn,1785385700.515365,web,corp2,cdn1,tcp,61K,0.1,,,,,
l2_learn,1785385701.258395,http,mob2,cdn1,tcp,POST:medium.bin,,200.0,2437.15,,,
l2_learn,1785385701.6926851,cloud,home1,isp_gw,tcp,137K,0.18,,,,,
l2_learn,1785385702.9300332,http,home1,origin,tcp,GET:medium.bin,,200.0,334.07,,,
l2_learn,1785385703.7144384,video,mob1,origin,udp,513K,0.13,,,,,
l2_learn,1785385705.0770688,voip,corp1,cdn1,udp,9K,0.15,,,,,
l2_learn,1785385705.4262085,http,mob2,origin,tcp,GET:large.bin,,200.0,2060.17,,,
l2_learn,1785385705.4795246,video,mob1,root1,udp,404K,0.1,,,,,
l2_learn,1785385706.5851493,video,mob1,root1,udp,557K,0.12,,,,,
l2_learn,1785385707.2115896,gaming,home2,root1,udp,14K,0.16,,,,,
l2_learn,1785385707.4701722,anomaly:ping_sweep,corp1,origin,icmp,subnet=10.5.0.0/24,,,,low,,
l2_learn,1785385708.4359822,web,corp1,isp_gw,tcp,81K,0.2,,,,,
l2_learn,1785385709.073081,video,corp1,cdn2,udp,189K,0.15,,,,,
l2_learn,1785385709.4311082,web,home2,cdn1,tcp,308K,0.15,,,,,
l2_learn,1785385710.7805808,http,corp1,root1,tcp,GET:small.bin,,200.0,4719.23,,,
l2_learn,1785385711.0665746,video,mob1,root1,udp,870K,0.19,,,,,
l2_learn,1785385711.780682,http,mob2,origin,tcp,GET:index.html,,200.0,318.5,,,
l2_learn,1785385712.1850348,http,corp2,cdn2,tcp,GET:index.html,,200.0,82.08,,,
l2_learn,1785385712.5085125,dns,home2,root1,udp,3K,0.19,,,,,
l2_learn,1785385713.2460382,gaming,home1,root1,udp,23K,0.17,,,,,
l2_learn,1785385713.4251866,http,home2,root1,tcp,GET:large.bin,,200.0,793.8,,,
l2_learn,1785385714.526735,http,mob1,root1,tcp,GET:large.bin,,200.0,0.01,,,
l2_learn,1785385714.996199,voip,mob2,cdn2,udp,10K,0.15,,,,,
l2_learn,1785385715.360495,http,corp1,root1,tcp,GET:medium.bin,,200.0,125.36,,,
l2_learn,1785385715.538337,email,corp2,cdn1,tcp,5K,0.14,,,,,
l2_learn,1785385716.3221176,web,corp1,origin,tcp,81K,0.15,,,,,
l2_learn,1785385716.3764417,http,corp1,root1,tcp,GET:small.bin,,200.0,58.74,,,
l2_learn,1785385717.5499678,video,mob1,cdn2,udp,322K,0.17,,,,,
l2_learn,1785385718.02614,http,mob1,cdn1,tcp,GET:index.html,,200.0,259.91,,,
l2_learn,1785385718.3501065,web,corp2,origin,tcp,253K,0.19,,,,,
l2_learn,1785385719.1642935,bulk,home2,cdn2,tcp,545K,0.15,,,,,
l2_learn,1785385719.6355753,http,home2,root1,tcp,GET:large.bin,,200.0,619.47,,,
l2_learn,1785385719.8816617,web,home1,cdn1,tcp,374K,0.2,,,,,
l2_learn,1785385720.2562718,video,corp1,cdn1,udp,558K,0.18,,,,,
l2_learn,1785385720.7689931,web,mob2,origin,tcp,137K,0.13,,,,,
l2_learn,1785385721.7735033,web,home2,cdn1,tcp,238K,0.15,,,,,
l2_learn,1785385722.3583124,http,corp2,origin,tcp,POST:medium.bin,,404.0,1757.92,,,
l2_learn,1785385722.5290236,video,home2,cdn1,udp,235K,0.14,,,,,
l2_learn,1785385723.5448067,http,corp1,isp_gw,tcp,GET:index.html,,200.0,78.11,,,
l2_learn,1785385724.2034574,http,home1,root1,tcp,GET:small.bin,,200.0,175.92,,,
l2_learn,1785385724.8996267,web,corp2,root1,tcp,117K,0.13,,,,,
l2_learn,1785385725.881178,web,corp1,origin,tcp,21K,0.21,,,,,
l2_learn,1785385725.903124,http,mob2,cdn1,tcp,GET:small.bin,,200.0,326.75,,,
l2_learn,1785385726.7795355,http,corp1,origin,tcp,GET:medium.bin,,200.0,100.3,,,
l2_learn,1785385727.353444,web,mob2,cdn1,tcp,279K,0.2,,,,,
l2_learn,1785385727.6799157,http,corp1,cdn1,tcp,GET:medium.bin,,200.0,91.84,,,
l2_learn,1785385728.2341466,http,corp2,origin,tcp,GET:medium.bin,,200.0,121.35,,,
l2_learn,1785385728.424552,ssh,mob1,cdn1,tcp,3K,0.16,,,,,
l2_learn,1785385729.2670865,web,mob2,cdn1,tcp,162K,0.18,,,,,
l2_learn,1785385729.6028004,http,mob2,origin,tcp,GET:large.bin,,200.0,945.49,,,
l2_learn,1785385729.7063432,video,home2,root1,udp,350K,0.17,,,,,
l2_learn,1785385731.0126653,web,mob1,root1,tcp,388K,0.22,,,,,
l2_learn,1785385731.1144593,http,corp1,isp_gw,tcp,GET:medium.bin,,200.0,176.29,,,
l2_learn,1785385732.907676,video,corp2,cdn1,udp,583K,0.13,,,,,
l2_learn,1785385733.0701716,http,corp2,cdn1,tcp,GET:large.bin,,200.0,614.69,,,
l2_learn,1785385734.529245,http,home2,cdn2,tcp,GET:medium.bin,,200.0,719.38,,,
l2_learn,1785385734.8086324,web,mob1,origin,tcp,302K,0.21,,,,,
l2_learn,1785385735.7428932,http,mob2,isp_gw,tcp,GET:index.html,,200.0,268.56,,,
l2_learn,1785385735.7934403,cloud,corp2,origin,tcp,142K,0.15,,,,,
l2_learn,1785385737.6425118,bulk,home2,cdn1,tcp,1289K,0.2,,,,,
l2_learn,1785385738.263273,iot,corp2,root1,udp,0K,0.15,,,,,
l2_learn,1785385739.8924425,bulk,home2,isp_gw,tcp,1555K,0.2,,,,,
l2_learn,1785385740.1090212,http,mob1,cdn2,tcp,POST:large.bin,,200.0,3128.37,,,
l2_learn,1785385740.5182364,anomaly:data_exfil,corp2,origin,tcp,exfil_rate=554K,,,,critical,,
l2_learn,1785385741.0675194,http,mob1,isp_gw,tcp,GET:small.bin,,200.0,414.56,,,
l2_learn,1785385741.6735415,web,home2,cdn1,tcp,302K,0.17,,,,,
l2_learn,1785385741.85927,http,home1,origin,tcp,GET:medium.bin,,200.0,385.86,,,
l2_learn,1785385743.0218902,abr_stream,corp2,isp_gw,tcp,480p:1756K,,,,,False,1.13
l2_learn,1785385743.613784,web,home2,cdn1,tcp,320K,0.21,,,,,
l2_learn,1785385744.266815,abr_stream,corp2,isp_gw,tcp,480p:1789K,,,,,False,2.52
l2_learn,1785385744.9381926,video,mob1,origin,udp,879K,0.22,,,,,
l2_learn,1785385745.4689329,abr_stream,corp2,isp_gw,tcp,720p:2439K,,,,,False,3.21
l2_learn,1785385745.986303,web,corp1,cdn2,tcp,343K,0.21,,,,,
l2_learn,1785385746.2427876,http,corp1,cdn1,tcp,POST:index.html,,200.0,3720.79,,,
l2_learn,1785385747.4423382,ssh,mob1,root1,tcp,7K,0.19,,,,,
l2_learn,1785385748.5774884,web,corp1,root1,tcp,244K,0.17,,,,,
l2_learn,1785385749.7229476,anomaly:dns_amplify,home1,cdn1,udp,dns_amplification,,,,high,,
l2_learn,1785385750.3884273,web,mob1,cdn2,tcp,140K,0.22,,,,,
l2_learn,1785385750.488655,http,mob1,origin,tcp,POST:index.html,,200.0,3135.24,,,
l2_learn,1785385751.04038,abr_stream,corp2,isp_gw,tcp,1080p:6091K,,,,,True,0.45
l2_learn,1785385751.2459536,web,mob2,cdn1,tcp,273K,0.17,,,,,
l2_learn,1785385751.5128858,http,home1,root1,tcp,GET:medium.bin,,200.0,398.7,,,
l2_learn,1785385752.2890282,abr_stream,corp2,isp_gw,tcp,720p:2624K,,,,,False,2.24
l2_learn,1785385752.3145294,streaming,home1,cdn1,tcp,597K,0.21,,,,,
l2_learn,1785385752.7121098,http,mob1,cdn2,tcp,GET:index.html,,200.0,301.97,,,
l2_learn,1785385753.2828677,web,mob2,root1,tcp,281K,0.2,,,,,
l2_learn,1785385755.3705716,video,corp1,isp_gw,udp,307K,0.15,,,,,
l2_learn,1785385755.515973,http,mob2,root1,tcp,POST:medium.bin,,200.0,2295.63,,,
l2_learn,1785385755.555765,abr_stream,corp2,isp_gw,tcp,1080p:7111K,,,,,False,1.2
l2_learn,1785385756.8006144,abr_stream,corp2,isp_gw,tcp,1080p:7087K,,,,,False,2.13
l2_learn,1785385757.13614,web,home2,cdn1,tcp,277K,0.21,,,,,
l2_learn,1785385757.500704,http,home1,origin,tcp,GET:medium.bin,,200.0,362.45,,,
l2_learn,1785385759.0370245,abr_stream,corp2,isp_gw,tcp,4K:12665K,,,,,False,1.67
l2_learn,1785385759.546445,p2p,mob2,cdn1,tcp,762K,0.16,,,,,
l2_learn,1785385759.8967044,http,home1,cdn2,tcp,GET:index.html,,404.0,1110.5,,,
l2_learn,1785385760.0964935,video,home2,root1,udp,409K,0.22,,,,,
l2_learn,1785385761.282405,http,mob1,isp_gw,tcp,GET:index.html,,200.0,370.66,,,
l2_learn,1785385761.326342,gaming,mob1,cdn1,udp,22K,0.24,,,,,
l2_learn,1785385762.0816202,web,home1,isp_gw,tcp,115K,0.16,,,,,
l2_learn,1785385762.0896313,http,home1,cdn2,tcp,GET:large.bin,,200.0,485.0,,,
l2_learn,1785385764.0381136,web,corp1,cdn1,tcp,400K,0.21,,,,,
l2_learn,1785385764.0861406,http,corp1,cdn1,tcp,GET:large.bin,,200.0,1327.94,,,
l2_learn,1785385764.8211966,web,corp2,cdn2,tcp,409K,0.22,,,,,
l2_learn,1785385764.8940332,anomaly:syn_flood,home2,cdn2,tcp,port=8080 count=150,,,,critical,,
l2_learn,1785385765.156419,http,home1,cdn1,tcp,GET:index.html,,200.0,481.1,,,
l2_learn,1785385766.055346,ssh,home1,cdn1,tcp,2K,0.21,,,,,
l2_learn,1785385766.4245038,http,mob1,root1,tcp,GET:small.bin,,200.0,265.89,,,
l2_learn,1785385767.824562,video,corp1,isp_gw,udp,713K,0.18,,,,,
l2_learn,1785385768.8390665,dns,mob1,origin,udp,1K,0.2,,,,,
l2_learn,1785385768.9436276,http,home1,root1,tcp,POST:large.bin,,200.0,1797.41,,,
l2_learn,1785385769.5857544,bulk,home1,isp_gw,tcp,1656K,0.22,,,,,
l2_learn,1785385770.2261708,http,mob1,cdn2,tcp,GET:medium.bin,,200.0,509.82,,,
l2_learn,1785385770.426594,video,mob1,root1,udp,757K,0.24,,,,,
l2_learn,1785385770.952115,ssh,corp1,cdn1,tcp,4K,0.18,,,,,
l2_learn,1785385771.014193,http,mob1,isp_gw,tcp,GET:medium.bin,,301.0,397.58,,,
l2_learn,1785385771.9775016,voip,mob2,cdn1,udp,10K,0.18,,,,,
l2_learn,1785385772.4181342,web,home1,cdn2,tcp,407K,0.23,,,,,
l2_learn,1785385774.019348,web,corp1,root1,tcp,61K,0.24,,,,,
l2_learn,1785385774.3134444,http,mob2,root1,tcp,POST:index.html,,200.0,2859.71,,,
l2_learn,1785385775.3861904,email,corp1,cdn2,tcp,10K,0.24,,,,,
l2_learn,1785385776.2301884,bulk,home1,root1,tcp,671K,0.21,,,,,
l2_learn,1785385776.3757737,http,mob1,root1,tcp,GET:large.bin,,200.0,1027.61,,,
l2_learn,1785385777.150148,http,corp2,isp_gw,tcp,GET:small.bin,,200.0,64.62,,,
l2_learn,1785385777.6584127,bulk,mob2,cdn1,tcp,793K,0.18,,,,,
l2_learn,1785385777.8985932,http,corp2,root1,tcp,GET:medium.bin,,200.0,124.09,,,
l2_learn,1785385779.0923972,web,mob1,isp_gw,tcp,359K,0.27,,,,,
l2_learn,1785385779.8345766,http,home1,cdn1,tcp,GET:index.html,,200.0,605.13,,,
l2_learn,1785385780.5591283,http,home1,root1,tcp,GET:index.html,,304.0,170.58,,,
l2_learn,1785385781.086141,ssh,home1,isp_gw,tcp,4K,0.21,,,,,
l2_learn,1785385782.3681624,web,home2,isp_gw,tcp,47K,0.2,,,,,
l2_learn,1785385782.6457646,http,home1,root1,tcp,POST:large.bin,,200.0,1759.53,,,
l2_learn,1785385783.2954104,http,corp2,cdn2,tcp,GET:large.bin,,200.0,161.12,,,
l2_learn,1785385783.5117934,video,home2,isp_gw,udp,366K,0.23,,,,,
l2_learn,1785385783.9138508,dns,mob2,isp_gw,udp,1K,0.24,,,,,
l2_learn,1785385784.4103806,http,home1,isp_gw,tcp,GET:small.bin,,200.0,110.11,,,
l2_learn,1785385785.6162834,gaming,home1,cdn2,udp,32K,0.27,,,,,
l2_learn,1785385786.164791,http,home1,cdn1,tcp,GET:large.bin,,200.0,477.95,,,
l2_learn,1785385786.990202,http,mob1,cdn2,tcp,GET:small.bin,,200.0,249.18,,,
l2_learn,1785385787.5588157,cloud,home2,origin,tcp,250K,0.28,,,,,
l2_learn,1785385787.9194207,anomaly:dns_amplify,home1,cdn1,udp,dns_amplification,,,,high,,
l2_learn,1785385788.1346493,dns,corp2,cdn1,udp,1K,0.21,,,,,
l2_learn,1785385788.3792863,http,home1,root1,tcp,GET:index.html,,200.0,310.31,,,
l2_learn,1785385788.751771,web,mob1,isp_gw,tcp,197K,0.24,,,,,
l2_learn,1785385789.4842186,http,home2,cdn1,tcp,GET:medium.bin,,200.0,758.42,,,
l2_learn,1785385789.5816286,gaming,mob2,cdn1,udp,33K,0.26,,,,,
l2_learn,1785385790.6701686,http,mob2,cdn1,tcp,GET:index.html,,200.0,306.5,,,
l2_learn,1785385791.3832123,dns,mob1,cdn2,udp,2K,0.24,,,,,
l2_learn,1785385791.8310378,http,corp2,origin,tcp,GET:medium.bin,,200.0,0.01,,,
l2_learn,1785385792.6284611,video,home1,cdn2,udp,438K,0.19,,,,,
l2_learn,1785385793.4101267,web,home2,cdn1,tcp,532K,0.29,,,,,
l2_learn,1785385793.630275,http,home2,isp_gw,tcp,GET:large.bin,,200.0,481.07,,,
l2_learn,1785385794.122533,video,home2,origin,udp,621K,0.22,,,,,
l2_learn,1785385794.5821483,http,corp1,isp_gw,tcp,GET:large.bin,,200.0,363.99,,,
l2_learn,1785385795.2833266,streaming,home1,root1,tcp,764K,0.22,,,,,
l2_learn,1785385796.2760053,http,home1,root1,tcp,GET:index.html,,200.0,231.22,,,
l2_learn,1785385797.2630112,video,mob2,cdn2,udp,982K,0.28,,,,,
l2_learn,1785385797.318233,http,mob1,cdn1,tcp,GET:index.html,,200.0,328.76,,,
l2_learn,1785385800.035499,http,mob1,cdn2,tcp,GET:large.bin,,200.0,0.02,,,
l2_learn,1785385800.3184536,voip,home2,cdn2,udp,16K,0.29,,,,,
l2_learn,1785385801.787681,http,corp2,isp_gw,tcp,GET:small.bin,,200.0,143.56,,,
l2_learn,1785385801.9209533,anomaly:slowloris,corp2,cdn1,tcp,slowloris_connections,,,,high,,
l2_learn,1785385802.277497,web,home2,root1,tcp,412K,0.29,,,,,
l2_learn,1785385802.8993196,http,home1,isp_gw,tcp,GET:medium.bin,,304.0,236.13,,,
l2_learn,1785385804.700713,http,mob2,cdn2,tcp,GET:medium.bin,,200.0,1392.61,,,
l2_learn,1785385805.6567798,http,mob2,cdn2,tcp,GET:medium.bin,,500.0,643.6,,,
l2_learn,1785385806.298489,web,corp1,cdn1,tcp,438K,0.31,,,,,
l2_learn,1785385806.8587804,http,corp1,cdn1,tcp,GET:index.html,,404.0,44.59,,,
l2_learn,1785385807.1065118,p2p,corp1,root1,tcp,891K,0.22,,,,,
l2_learn,1785385807.4182813,cloud,home1,cdn2,tcp,551K,0.26,,,,,
l2_learn,1785385808.9310255,web,mob2,cdn2,tcp,523K,0.28,,,,,
l2_learn,1785385809.786234,http,home2,cdn2,tcp,GET:small.bin,,200.0,1661.8,,,
l2_learn,1785385810.5643184,https,corp2,origin,tcp,193K,0.28,,,,,
l2_learn,1785385810.6919944,http,mob1,cdn2,tcp,GET:index.html,,200.0,305.91,,,
l2_learn,1785385811.004729,video,mob1,isp_gw,udp,247K,0.22,,,,,
l2_learn,1785385811.8660042,video,home1,root1,udp,255K,0.26,,,,,
l2_learn,1785385812.8576407,video,corp2,root1,udp,1034K,0.22,,,,,
